Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
Get ready to elevate your casual wardrobe with a versatile T-shirt. Tap to shop!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319453182848629632_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319453182806635190_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319453182798238205_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319453182798224219_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319453182789689307_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319453182764610810_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319451856047458381_7900577635.jpg,,,,874,7,4,farmrio
"Our team of creatives embarked on an innovative - and natural! - idea to celebrate the 10 years of FARM ♥️ @adidas. The jacket from the teaser video was a handmade work, constructed flower by flower (if you haven’t seen it, go back 6 posts). Come see how the process was! 💐",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319451855871354024_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319451855837726247_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319451855804307034_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319451855804259084_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3319451855804211449_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318748695183808354_7900577635.jpg,,,,,4232,6,39,farmrio
Get the look w/ @cazevedor. #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318748695158592125_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318748695091687744_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318748695091681814_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318748695091579052_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318748695091541602_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318738823310536144_7900577635.jpg,,,,,1868,6,10,farmrio
"On International Women’s Day, we honor the essence of femininity and pay tribute to the women who inspire us here in Brasil and worldwide. We are proud to say that 94% of our team is comprised of women, and they hold 81% of our leadership positions. 

Today and every day, we express our gratitude to these remarkable women who show us the power of unity and collaboration.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318738823226666904_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318738823218434349_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318738823218416452_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318738823218277497_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318738823218210745_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318013777701998845_7900577635.jpg,,,,,2433,6,15,farmrio
Take a closer look and delve into the details! Shop now at farmrio.com.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318013777701794004_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318013777701768023_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318013777693529079_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318013777693445646_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3318013590216520462_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3317288377882708143_7900577635.mp4,,,,,2425,6,10,farmrio
"10 years 
160 prints 
25 collections 
3 stripes 
 
And we are just beginning! 
Stay tuned, there’s so much more to come in 2024. 
 
FARM Rio <3 @adidas",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3316389256870315548_249105088.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3316389256736183924_249105088.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3316389256719313875_249105088.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3316389256710950471_249105088.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3316389256643797404_249105088.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3315793000377596139_7900577635.mp4,,,,,5365,6,62,farmrio
How to style @adidas <3 FARM Rio with @marigiudicelli. #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3315664507287295149_7900577635.mp4,,,,,,,,,,,4247,1,63,farmrio
"FARM ♥️ adidas: 10 anos | a primeira coleção-cápsula dessa celebração é uma ode ao sol. O lançamento homenageia nossa fonte inesgotável de beleza, luz e inspiração, com estampas que te levam da cidade ao paraíso. descubra no site e nas lojas de todo o Brasil! 

FARM ♥️ adidas: 10 Years | Featuring groovy, colorful prints that exude the beauty and joy of long summer days, our latest collaboration 1st drop is perfect for those who love to give their urban lifestyle a playful, tropical vibe. So, step out in the sunshine and connect with your own light. Discover the drop – online and at our stores.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314342648205716300_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314342648180611868_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314342648163852436_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314342648155239641_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314342648138611137_7900577635.jpg,,,,,,3794,5,118,farmrio
"10 years of moving, connecting, dancing, sliding, celebrating. And we are just beginning! FARM Rio ♥️ @adidas is coming tomorrow.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314327675840511250_7900577635.jpg,,,,,,,,,,,1178,1,21,farmrio
A meeting of the unique essence of Brasil with the brand of the three stripes. FARM Rio ♥️ @adidas is coming tomorrow!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314327675832189505_7900577635.jpg,,,,,,,,,,,2682,1,46,farmrio
"Save for inspiration! 
#FARMRioLovers",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314327675823905950_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314327675781796059_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314327675773618566_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3314162972988477827_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3313643104425980652_7900577635.jpg,,,,,,1426,5,9,farmrio
Welcome to a winter escape guided by our #FARMRioLovers.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3313643104291578534_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3313643104258145208_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3313643104257987128_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3313643104249705025_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3313643104249635866_7900577635.jpg,,,,,,4842,5,37,farmrio
"Happy 459 years to our hometown! We love you, Rio. 💕",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312185393540562078_7900577635.jpg,,,,,,,,,,,2348,1,36,farmrio
"The closer you look, the more you see. Zoom in!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312185393481970284_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312185393481928257_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312185393481872001_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312185393473590287_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928847708830_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928847683473_7900577635.jpg,,,,,1885,6,5,farmrio
Two-tone print: White & Blue edition. Shop now at farmrio.com.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928839418913_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928839245415_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928831063849_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928830954866_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312183928830840364_7900577635.jpg,,,,,,6756,5,86,farmrio
These pieces are a must-have for any wardrobe and perfect for any occasion. Tap to shop!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312182650222585925_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312182650180519955_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312182650172251992_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312182650163790374_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3312182650155381027_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825988973980_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825930208507_7900577635.jpg,,,,2209,7,17,farmrio
Get inspired by our #FARMRioLovers. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825930163994_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825930096671_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825930079570_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825921914462_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825921909397_7900577635.jpg,,,,,,1225,5,10,farmrio
WHITE N’ BLUE EDIT: to spread joyful energy everywhere.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825921807115_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309317833795236960_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825921728894_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309319825913408340_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309318899584552094_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309318899584478865_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309318899576196530_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309318899576193043_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309318899576164264_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309317833862264165_7900577635.jpg,,5202,10,59,farmrio
Some bold prints we love as seen on you 💕 #FARMRioLovers,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309317833795136975_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309317833795054979_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309317833786826843_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3309316779791839673_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3308612926662909105_7900577635.jpg,,,,,,3554,5,20,farmrio
"Get the look w/ @mariaffrazao. From jumpsuits to dresses, swipe to see her favorite looks and get inspired!",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3308612926662900606_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3308612926545531944_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3308612926545423512_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3308612926528666891_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306409589208664203_7900577635.jpg,,,,,,1925,5,10,farmrio
"London goes bananas: Check our limited-edition pieces in the new FARM Rio store. See you at 86 King’s Road, Chelsea. 🍌",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306409589208589709_7900577635.jpg,,,,,,,,,,,2646,1,37,farmrio
Embrace cozy comfort with #FARMRioLovers. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306409589208544730_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306407737431886553_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306407737431811973_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306407737431731449_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306407737423502874_7900577635.jpg,,,,,,1563,5,8,farmrio
Skiwear styling inspiration w/ @chey_maya.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306407737423421162_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3306407737415031180_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304956215091149877_7900577635.mp4,,,,,,,,1673,3,18,farmrio
"📍FARM Rio {MEETS} @londisgoods: When we arrived in London with our first store, we were excited to bring Brazilian warmth to this big city with an exclusive collection and immersive in-store experience. Since we love connecting with people everywhere we go, Londie Ncube is one of our new friends we want you to meet. As a local tastemaker, we invited her to co-create a welcome seeding, bringing our dress in happiness prints to her fashion community. 

Londie is a Zimbabwean born - London based Fashion Editor and mama. Amongst many things she finds a lot of joy in getting dressed. You’re likely to find her thrifting, sharing food with family and friends or dancing to afrobeats.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078763786854_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078713629892_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078713583551_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078713507602_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078713487737_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078713458076_7900577635.jpg,,,,,1705,6,19,farmrio
"Our new trench styles are here to say: “dear mid season, we love you so much”",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304260078705197734_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420235483976_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420185226912_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420176837530_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420176744552_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420176719923_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420176693831_7900577635.jpg,,,,1727,7,14,farmrio
Dive into feel-good styles. Tap to shop!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420168222056_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304258420159818272_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3304078081823124763_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3303552196430801967_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3302563390655330498_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077915734968706_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077915726651485_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077915676456981_7900577635.jpg,,,1446,8,4,farmrio
Playful knits to infuse even the simplest outfit with an artsy flair. Shop now at farmrio.com.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077915667928774_7900577635.jpg,,,,,,,,,,,1765,1,50,farmrio
"The creative journey behind our marquetry panel involved several steps, from crafting every main element individually to incorporating them into the final piece. This process took approximately 30 days, with an additional three weeks dedicated to the installation and final adjustments at FARM Rio London store. The result is extraordinary - our love letter to Brazilian nature.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077915659558820_7900577635.jpg,,,,,,,,,,,1700,1,30,farmrio
"📍FARM Rio {MEETS} @minahabchi: When we arrived in London with our first store, we were excited to bring Brazilian warmth to this big city with an exclusive collection and immersive in-store experience. Since we love connecting with people everywhere we go, Mina Habchi is one of our new friends we want you to meet. As a local tastemaker, we invited her to co-create a welcome seeding, bringing our dress in happiness prints to her fashion community. 

Mina is a French-Algerian social media content creator. She grew up in Provence and now lives in London. Mina launched her own magazine, www.niood.com 3 years ago and is passionate about creating engaging Fashion content for her growing international audience.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077915659546498_7900577635.jpg,,,,,,,,,,,3158,1,42,farmrio
"Oh, it was love at first sight 💕 #valentinesday",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077509625714572_7900577635.jpg,,,,,,,,,,,5653,1,39,farmrio
"📍FARM Rio {MEETS} @annashafffer: When we arrived in London with our first store, we were excited to bring Brazilian warmth to this big city with an exclusive collection and immersive in-store experience. Since we love connecting with people everywhere we go, Anna Shaffer is one of our new friends we want you to meet. As a local tastemaker, we invited her to co-create a welcome seeding, bringing our dress in happiness prints to her fashion community. 

Anna is a London-based actress who stars in Netflix’s The Witcher as sorceress Triss Merigold. Her South African roots have inspired her love for color and print, and she often adopts the mantra of “more is more” when getting dressed.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077509625686860_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077509617434082_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077509617346636_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077509617303473_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299077509600564917_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463971490595_7900577635.jpg,,,,,1976,6,15,farmrio
"Welcome to our London Store! 

This project has been designed in collaboration with Marcelo Rosenbaum, who brings the overall architectural concept, regional, social and artistic curation for the project. He has been awarded several times for his projects with social impact in traditional communities, use of local and sustainable materials and appreciation of handcrafted work, just like this amazing Sururu coating. 

Come visit us at 86 King’s Road, Chelsea and discover many more special corners.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463971401494_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463971342171_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463963156662_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463962994018_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463962976709_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299075463954691398_7900577635.jpg,,,,,493,6,5,farmrio
NEW IN: Delicate pieces from the forest to your heart. Tap to shop!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299072905068443375_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299072905009849850_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3299072905009783602_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956163335394_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956087914636_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956087878842_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956087868845_7900577635.jpg,,,,22664,7,108,farmrio
Get the @caetanaba’s look at Copenhagen Fashion Week. ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956087864479_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956087824131_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297549956079497376_7900577635.jpg,,,,,,,,1398,3,13,farmrio
"In this Yawanawa collection, all prints tell a story of togetherness woven by many. The inspiration for the drawings came from rich discussions about culture and life experiences in the forest of the Yawanawa women, who provided correction, validation, and meaningful names. 

The Shuhu print beautifully highlights the communal spaces of the Yawanawa, where ceremonies and rituals unfold. It was crafted with care to ensure that every little detail captures the essence of this architecture, which symbolizes pride and love for their community 

Discover the full collection – link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297546046157643302_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297546046149478196_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297546046149373007_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297546046149282625_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297546046141051068_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297546046141014015_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297544428037120677_7900577635.jpg,,,,956,7,5,farmrio
"FARM RIO & {FRIENDS} Say olá to our friend Luan Rodrigues‌ (@kambo.art), a talented multimedia artist from Cametá (Pará, Brasil), who captures the beauty and culture of the Amazon. His vibrant, colorful universe plays with contrasts such as tradition and technology, culture and nature, reflecting his experiences living and traveling in northern Brasil. For this collaboration, we’ve crafted a capsule collection of warm and stylish knits printed with his creations. — an artsy addition to infusing your everyday outfits with effortless creativity. Find your knit at farmrio.com.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297544427995377662_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297544427961642844_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3297544427961618967_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382707565413_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382682372130_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382640478874_7900577635.jpg,,,,,1281,6,33,farmrio
We breathe nature to return beauty to the world. ✨ Discover more at the link in bio.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382615302554_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382615167924_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382606955364_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382606928390_7900577635.jpg,,,,,,,3564,4,24,farmrio
"FARM Rio is all about people, their stories, cultures, and creative expressions—even when it comes to nature.  Meet the protagonists of our #naturelovers journey and and immerse yourself  in this visual tale – link in bio.

w/
@eriyaluiza 
@juliayawanawa 
@vakeumayawa099 
@maniyawanawa 
@saldanhabia 
@luisalost 
@eudiegosanfrancisco 
@zurialm 
@kil.dren 
@karenbrasil 
@dandarajqueiroz",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3296241382598507299_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294132392729083727_7900577635_condensed.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294004122129882387_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294004122129857228_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294004122071315294_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294004122071230607_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294004122062740901_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456773170341_7900577635.jpg,,,4254,8,72,farmrio
"FARM RIO <3 YAWANAWA: Each print, color, or detail shapes a delicate fabric woven by many hands, combining beauty and meaning. These elements resonate with the essence of sacred plants, animals or the forest itself. 

“The forest is life. It’s everything – life, joy, peace, happiness, hope, tranquility. -  Júlia Yawanawa, coordinator of the Rauti Project. 

Discover the full collection and learn more about our collaboration – link in bio",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456747980241_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456731253410_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456731236188_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456714504034_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3294002456714291778_7900577635.jpg,,,,,,1166,5,14,farmrio
