Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"From Brasil to the world! This year, our adventures took us to different corners, spreading the joy of dressing in happiness wherever we go. 🌍",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104193986139173_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104193986057440_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3267104193985990176_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3266599634733722989_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3265594795560237770_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263610601996985169_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263610601971769335_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263610601904698480_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263610601896210447_7900577635.jpg,,2816,9,45,farmrio
"Join us for FARM Rio 2023 retrospective! This week, we’ll revisit the moments that made this year one of our best yet. ✨",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263610601896187292_7900577635.jpg,,,,,,,,,,,777,1,15,farmrio
"“When FARM Rio was born, at the independent fashion market called Babilônia Feira Hype in 1997, my desire was to give color to the girls of Rio. Two and a half decades later, it’s the desire to keep on dressing up people of all ages, not only from Rio but from all over Brasil and the world, that moves me overseas.” - @_katia_barros, FARM Rio founder. 

Thank you to all #FARMRioLovers 💕",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263610601896165679_7900577635.mp4,,,,,,,,,,,2672,1,73,farmrio
In Brasil we say Feliz Natal! Merry Christmas 💕,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839507461429_7900577635.jpg,,,,,,,,,,,2021,1,11,farmrio
"Have you heard the news? 👀 Farm Rio is coloring London streets with Brazilian warmth. Come meet our new store at 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839482122144_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839473900989_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839473875712_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839473859736_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839473805584_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839473685105_7900577635.jpg,,,,,2338,6,22,farmrio
"FARM Rio London is now open at 86 King’s Road, Chelsea!

It’s more than a significant achievement - it’s a dream come true.  This is an exciting new chapter for our brand with numerous reasons to celebrate, from the unique architectural project designed by @mrosenbaum to creating a fresh community that brings local creative people even closer. But stay tuned: the space is set to welcome many more special moments throughout 2024.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839465469924_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957556269858_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839465369607_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263605839465310908_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957573073053_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957573023217_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957564789091_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957564615889_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957556381093_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957556371712_7900577635.jpg,,8866,10,97,farmrio
"With a fresh, immersive brand experience – and yet that same borodogó – we aim for our location at 86 King’s Road to infuse the historic Chelsea with authentic Brazilian warmth, coloring the streets one print at a time. 
 
The space has been designed in collaboration with @mrosenbaum, who brings the overall architectural concept of regional, social, and artistic curation to the project. Our marquetry panel was created to showcase some of the most stunning landscapes of Brasil, taking visitors on a journey through the natural beauty of our diverse fauna and flora. The Amazonian artist Maqueson Pereira da Silva designed the piece using the traditional marquetry technique. 
 
Visit 86 King’s Road to discover every detail at our FARM Rio London store ❤️",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957539693955_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263465957531201272_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862724358678_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862716141507_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862716081637_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862707656683_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862707589321_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862690953757_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862657400594_7900577635.jpg,,2800,9,33,farmrio
"We are delighted to announce the opening of FARM Rio London, which marks our official arrival in Europe and our 100th store worldwide. Since our start in 1997 at an independent creators’ market, we have grown into one of Brazil’s most beloved lifestyle brands. However, having a store across the ocean in another major fashion capital is more than a significant achievement - it’s a dream come true.

The space, designed by the architect @mrosenbaum in collaboration with our FARM Rio team, wovens a poetic interpretation of Brazilian nature and highlights exciting new collaborations. From the hand-painted tropical wallpaper to the buriti straw fitting rooms and the marquetry-crafted panel (that has become the project’s soul), every detail at our FARM Rio London was designed to evoke delicate emotions and results from gorgeous, intricate artwork.

See you at FARM Rio London – 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862657271071_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3261503206516745316_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862649018154_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3263461862640662550_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3262710545806554046_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3262194461328532136_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3262194461311633841_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3262194461286361638_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3262194461278159285_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3262194461278011775_7900577635.jpg,,23775,10,449,farmrio
"Get your trench coat ready cause this Winter, we are arriving in London with our first store in Europe!

See you at 86 King’s Road, Chelsea.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3260030440445733820_7900577635.mp4,,,,,,,,,,,4095,1,116,farmrio
Embrace the wild side with our leopard prints.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3258557126816565157_7900577635.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3258557126800035473_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3258557126800001878_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3258557126799789443_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3258557126791601065_7900577635.jpg,,,,,,991,5,7,farmrio
"The perfect video just got updated: Get ready with Yuria Fuke, @gicanozzi’s batchan, showcasing her new favorite coat, the Navy Leopards Fleece 🐆 ❤️",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3258412330441732107_7900577635.mp4,,,,,,,,,,,11947,1,189,farmrio
"FARM RIO ♥️ ONÇA: 
Here at FARM Rio, we’re wild about nature – something pretty evident if you’re familiar with our prints. But when it comes to the onça-pintada (the Portuguese name for the Brazilian native jaguar), that’s a love story times a thousand. But this year our spotlight is also on a special feline friend: Xamã, a young jaguar under rehabilitation with the Onçafari organization.

Founded in 2011, the Onçafari is dedicated to preserving biodiversity across the Atlantic Forest, Amazon, Cerrado, and Pantanal biomes, focusing specifically on protecting native jaguars, pumas, and maned wolves. More than ever, its conservation ensures the lives of many others. Where there are onças, there’s a healthy rainforest.

Watch and get to know more about our partnership.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303430894737_7900577635.jpg,,,,,,,,,,,1112,1,16,farmrio
Chasing winter vibes w/ @xinyubae ❄️,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303414145762_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303372177546_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303372124380_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303371958686_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303363792592_7900577635.jpg,,,,,,1236,5,19,farmrio
Dream with us. We collaborated with the amazing artist @hannainaiah to take winter wear to the next level. Join us on a dreamy winter escape to the mountains and discover more on our Pinterest page—link in bio,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303363765209_7900577635.jpg,,,,,,,,,,,4163,1,200,farmrio
"FARM Rio: Dreamy Winter Escape 

After falling in love with the fantastical vision of the artist @hannainaiah, we knew we had to create something together. This surreal journey is a combination of our dreams. 

Join us on a dreamy winter escape to the mountains and discover more on our Pinterest page—link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256982303363610544_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256981327114353344_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256981327114159342_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256981327089032896_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256981327047129292_7900577635.jpg,,,,,,14368,5,492,farmrio
"Dream yourself away to sand, sun, and effortless styles. Shop our new Cruise Collection styles at the link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256957331593414454_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185139133569_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256957331551321969_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256957331509574868_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256957331509573016_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256957331492576071_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185206113396_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185206090947_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185147489033_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185147383044_7900577635.jpg,,2224,10,22,farmrio
The perfect match for that sun-kissed glow. ✨ Discover our Swimwear.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185139058081_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185130793394_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185130737206_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185122341924_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256956185122276009_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256209346538386363_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256209346320300687_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256209346311822443_7900577635.jpg,,,1689,8,22,farmrio
Unwrap the magic of our holiday gifs collection and elevate your style game ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256209346303488280_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3256209346295139985_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253514932116295368_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377638121100_7900577635.jpg,,,,,,,837,4,8,farmrio
"Get Winter-ready with our Puffer Jackets. Which one is your favorite?

w/
@lisepierron 
@florettenacer 
@caruli.na
@pesanuza
@marthapinel",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377612991030_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377612910090_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377596132757_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377596114881_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377596011147_7900577635.jpg,,,,,,1517,5,7,farmrio
Classic gifts with that FARM Rio twist. 🎁,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253469377587750034_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410725141248_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410590801118_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410582409154_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410565766069_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410540585805_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410540521407_7900577635.jpg,,,,998,7,12,farmrio
"Here's a trick to make Winter a little lighter: fill your house - or, hey, your wardrobe - with your favorite flowers.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410506985252_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410498597404_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253468410498580514_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253467351713824879_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253467351688644848_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253467351688518450_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253467351671860546_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253467351654889128_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253466538564049480_7900577635.jpg,,2420,9,18,farmrio
In a flowery mood with our new arrivals 💐,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3253466538488531959_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099817819123_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099784180399_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099717223675_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099717196585_7900577635.jpg,,,,,,932,5,3,farmrio
Skiwear styling inspiration w/ @sabrinasato ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099708846139_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099708639381_7900577635.jpg,,,,,,,,,2188,2,35,farmrio
Make any moment aprés-ski worthy.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3252698099708594854_7900577635.jpg,,,,,,,,,,,4866,1,53,farmrio
An invite to cozy adventures. Shop now our Ski Collection.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509723634581_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509698460667_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509681631042_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509673228591_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509656430049_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509656321994_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251394509648065072_7900577635.jpg,,,,1645,7,16,farmrio
Shop our Ski Collection and get your mountain glow on.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977748072420_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977697829081_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977697780737_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977697607899_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977689381426_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977689325124_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3251391977680850147_7900577635.jpg,,,,1737,7,117,farmrio
Go behind the scenes of our new Skiwear collection. Discover more at the link in bio.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248429556142099718_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248429556049778727_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248429555991016314_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248429555990991271_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248429555982703630_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248424844890164893_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248424844890024080_7900577635.jpg,,,,876,7,4,farmrio
Get your mountain glow on with our Skiwear collection. Tap to shop.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248424844881752704_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248424844823092323_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248424844822854864_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248423966820969704_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248423966804271180_7900577635.jpg,,,,,,1633,5,17,farmrio
Get ready with our vibrant Skiwear and conquer that “I’m on top of the world” feeling.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248423966804168311_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248423966795859843_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248423966795807413_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248421206255965299_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248421206255808185_7900577635.jpg,,,,,,2297,5,80,farmrio
Dive into our Skiwear collection—find the link in our bio.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248421206213853295_7900577635.mp4,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248421206213836087_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248421206205660935_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248420534194133696_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248420534143928454_7900577635.jpg,,,,,,4917,5,43,farmrio
Discover our new Skiwear collection.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248420534143802938_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248420534143794919_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248420534143761598_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248414022033874832_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248414022033748604_7900577635.jpg,,,,,,1571,5,19,farmrio
FARM RIO SKIWEAR COLLECTION: An invite to cozy adventures.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248414022033743111_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248414022025565720_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248414022008831821_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3248413635151232857_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3247732965823432428_7900577635.mp4,,,,,,3178,5,39,farmrio
"FARM RIO SKIWEAR COLLECTION: Snowy peaks – a blank canvas for you to express all your joy, creativity, and fun. Discover at the link in bio.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131460843213_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131410392352_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131410316762_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131402111979_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131401959831_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131401901558_7900577635.jpg,,,,,2759,6,83,farmrio
This type of maxi texture feels like a hug. Discover at the link in bio.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131393720717_7900577635.jpg,,,,,,,,,,,542,1,8,farmrio
BLACK N’ WHITE EDIT: Classic yet far-from-boring looks.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246184131393507592_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246182709818047981_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246182709809850962_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246182709809775436_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246182709801482217_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3246182709792931385_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926793060215318_7900577635.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926793043353936_7900577635.jpg,,,831,8,6,farmrio
"If you need some inspiration for the week, our #FARMRioLovers have got you covered.",/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926793018239997_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926793009819965_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926793001603033_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463924740203_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463907959024_7900577635.jpg,,,,,,804,5,7,farmrio
Watch @rocky_barnes slay in our stunning Black & White Heart Maxi Fleece! ✨,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463857804764_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463857617305_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463849428550_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463849175127_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243926463840933136_7900577635.jpg,,,,,,1035,5,13,farmrio
Upgrade your wardrobe with our Winter Tapestry styles.,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883919608005_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883860984386_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883835700956_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883819103034_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883810671597_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883810495933_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883802225067_7900577635.jpg,,,,2267,7,19,farmrio
There's a dress for every mood and moment. Shop now at the link in bio!,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3243925883793828822_7900577635.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515350751300_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515342341711_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515317144385_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515308994791_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515292168826_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515283787829_7900577635.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/FarmRio IG Photos/3242391515283752038_7900577635.jpg,,,1746,8,13,farmrio
