Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"We managed to get Pala model our new organic hand spun cotton and nettle totes next to his shop today. Needless to say he nailed it. Looking smart in his impeccable work clothes. We are thrilled to have Pala here because we have been neighbors for 30 odd years and still counting. Pala’s little shop is just as it was during the early nineties,the treats and the candies still in the old vintage jars. As retro as it can get. A little corner of nostalgia and happinesses. We wish Pala good health and hoping we remain neighbors for many more years to come. 

P.s- The cotton is grown and hand spun in Pemagatshel in eastern Bhutan and can be sourced in scarce quantity.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese#bhutan#nettlefiber#nettle#tote#handmadebag#bhutanesebag#organiccotton#handspun#nettle",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3323539560300257550_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3323539560300252078_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3323539560300247584_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3323539560300051058_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3323539560300034969_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3323539560291751470_2096512471.jpg,,,,,124,6,2,kelzangtextiles
"All new Bura( Rawsilk) laptop sleeves in stock. The pattern is inspired from women’s Ada Rachu (ceremonial scarf), imparting traditional touch to modern utility. Its sturdy handwoven fabric provides the perfect protection for your device. Also available in a range of colors. Happy weekend ahead 🪻🪻.

#textilesofbhutan#textiles#textile#bhutanesetextile#bhutanesetextiles#textilelover#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftsofbhutan#bhutanesedress#traditionalscarf#bhutan#weavers#bhutaneseartsandcrafts#sustainability#homebased",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3313310279741522271_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3313310279666168974_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3313310279666148144_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3313310279666114346_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3313310279666081049_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3313310279657648278_2096512471.jpg,,,,,85,6,1,kelzangtextiles
"Our grandparents in the village would often mention the concept of extracting various hues from the natural world. Initially, this was met with skepticism, as people could not fathom such a process. However, as time progressed, we learned and took part in the process of natural dyeing. This process of natural dyeing endorsed the claims of our grandparents and their way of life. Nature presents itself as an extraordinary endowment. Our venture into dyeing has led us to utilize wild berries, which has resulted in an exceptional chromatic outcome. 
#bhutan#naturaldyeing#nature",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3312002073664688701_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3312002073656550905_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3312002073656529259_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3312002073656465967_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3312002073656420665_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3311991504689859784_2096512471.mp4,,,,,79,6,0,kelzangtextiles
"Currently, Bhutan is experiencing a remarkable rhododendron season and we took the opportunity to collect the exquisite petals from the forest. The petals of the rhododendron are then boiled to dye the yarns. You can be confident that our dyes are entirely organic, guaranteeing the highest standard of quality and environmental sustainability in the art of dyeing.
We are enthusiastic in using natural flowers for dyeing purposes at Kelzang Handicraft😊#naturaldye#bhutanesetextiles#bhutan#handmade",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3311989520062677086_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3311980451969058994_2096512471.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3311980451566331260_2096512471.mp4,,,,,,,,78,3,0,kelzangtextiles
"Elegant and sturdy! By choosing our Handwoven Natural Dye Handspun Cotton Stole , you are not just embracing style; you’re supporting sustainable fashion 🤗. Wrap yourself in the elegance of nature and tradition with this beautiful stole woven by our home based weavers 💛.

#stole#scarf#handwovenscarf#handwovenstole#rawsilk#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave##placemat#mats#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3224993410379504792_2096512471.jpg,,,,,,,,,,,60,1,0,kelzangtextiles
"It’s been a minute , hope everyone is doing well 💜. Just wanted to share our silk kimono sleeve tego with detailed back. Different color  options coming soon! Don’t forget to check on us for update 😊.

#textilesofbhutan#textilelover#handmade#runner#tablerunner#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#placemat#mats#kira#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#naturaldyedrunner#tego#tegojacket#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3222101473406397565_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3222101473356150040_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3222101473347639839_2096512471.jpg,,,,,,,,160,3,2,kelzangtextiles
"Mr. Tomonori Matsuura, CEO of Sun Smile Co Ltd, an organic food manufacturer based in Japan has been one of our loyal and gracious customer and an ardent textile enthusiast. This time around Mr. Tomonori bought a set of assorted handwoven neck ties for his staff in Japan. We are overjoyed to receive the pictures of the staff wearing them and would like to thank Tomonori san for his support and kindness.",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3168497679120732638_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3168497679095793401_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3168497679095759506_2096512471.jpg,,,,,,,,199,3,1,kelzangtextiles
Our exclusive silk ‘Keras’ are too pretty not to make another post for you guys to enjoy! ☺️. Wishing everyone a wonderful week ahead 💛.,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3153964461780665391_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3153964461688517148_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3153964461663451548_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3153964461663265592_2096512471.jpg,,,,,,,151,4,1,kelzangtextiles
"""Summertime threads: Embrace the sun-kissed season with our vibrant blue silk Kira with soft natural dye traditional motifs. “
Traditional patterns and motifs depicting flowers, animals, and natural elements are meticulously woven into the fabric, reflecting the beauty and abundance of the summer season. The textiles not only serve as practical garments but also as artistic expressions of Bhutan's natural environment and its people's deep connection to their land. Whether worn for everyday use or during festive occasions, Bhutanese traditional textile embody a sense of joy, celebration, and a profound appreciation for nature's bountiful gifts.
🌺🌻🌞🌸🌿",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3133624803972704691_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3133624803972696040_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3133624803964437486_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3133624803955845138_2096512471.jpg,,,,,,,138,4,4,kelzangtextiles
"This gorgeous natural dye rawsilk runner in all its glory of oversized thrima motifs can make a splendid runner or a wall tapestry 💛.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kira#runner#handwovenrunner",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3108201116612353636_2096512471.jpg,,,,,,,,,,,89,1,1,kelzangtextiles
"Hope everyone had a wonderful weekend. Here is Nyingtsen holding a beautiful panel of natural dye silk Kira.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kira#runner#handwovenrunner",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3092101186974099630_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3092101186974033594_2096512471.jpg,,,,,,,,,114,2,0,kelzangtextiles
"Common plants and fruits that we use in our dyeing. Rhododendron flowers, onion skin, walnut cover , lac, madder, indigo plant, artemisia, marijuana.Thrilled to share these beautiful yarns that we dyed over the weekend.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kira",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250937840884_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250921059433_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250912771755_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250887469960_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250870650863_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250862356130_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250862334563_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250862323056_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3087946250862246626_2096512471.jpg,,179,9,3,kelzangtextiles
"Currently on the loom 😍, classic thara silk mats with natural home dyed yarns.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kira",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3079119903058693115_2096512471.jpg,,,,,,,,,,,103,1,0,kelzangtextiles
"Pema Choden , 47 is a mother of two from Mongar. She started weaving after coming to Thimphu about twenty years ago. Her husband is a mechanic. Her income from weaving is used for running her household and on her two boys. Pema has been working with us for a very long time and is an excellent weaver and is gentle and soft spoken. She recently went through a serious health issue and we hope and pray that she fully recovers and continues to create beautiful art and a wonderful mother to her boys 💙. 

P.s- Pema is weaving our natural dye rawsilk runner.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#handwovenrunner#handmade#bhutan#thimphu#weaversofbhutan#weaver",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3066199328673821709_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3066199328623610176_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3066199328615219658_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3066199328615098513_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3066199328615078815_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3066199328598512629_2096512471.jpg,,,,,172,6,0,kelzangtextiles
"Natural dye silk on cotton panel in all its earthly splendor and stunning motifs 💫.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kira",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3058272021392980275_2096512471.jpg,,,,,,,,,,,66,1,0,kelzangtextiles
"Silk kishuthara with exquisite details and woven with yarns dyed at home 🙌.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kira",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3055358144594358148_2096512471.jpg,,,,,,,,,,,133,1,2,kelzangtextiles
"Natural dye raw-silk rachu ( traditional Bhutanese ceremonial scarf for women). Suffices for a perfect runner 🙌👏.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3052474727896894811_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3052474727770937623_2096512471.jpg,,,,,,,,,129,2,0,kelzangtextiles
"We have our natural dye nettle laptop bag and beautiful natural dye silk patterned tote bag in store now 🥰.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese#bhutan#nettlefiber#nettle#tote#handmadebag#bhutanesebag",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3031449094395899938_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3031449094395870629_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3031449094387652893_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3031449094379057634_2096512471.jpg,,,,,,,132,4,2,kelzangtextiles
"Sturdy nettle fibre tote bag with natural dyed rawsilk motifs. The dyes used are walnut cover, madder and onion cover.  It is a fantastic work bag which look smart yet are able to hold everyday essentials. 👏

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese#bhutan#nettlefiber#nettle#tote#handmadebag#bhutanesebag",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3019577999849954507_2096512471.jpg,,,,,,,,,,,95,1,1,kelzangtextiles
"Beautiful dress and jacket created out of our natural dye kishuthara in Japan. Thankyou mr. @matsuura_tomonori for doing this and for your support 🤍. 

We would also like to wish everyone a very HAPPY NEW YEAR ♥️.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#dress#japan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3006162052997175070_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3006162052996983717_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3006162052988695236_2096512471.jpg,,,,,,,,140,3,3,kelzangtextiles
"As we move onto another year , we are grateful for the enormous support we were blessed with during the pandemic from our friends, family and clients , which enabled us to continue with our work. We certainly wouldn’t be here without their support and kindness. We look forward to a beautiful year ahead with more creation and love. 

Featured - our signature ‘ Thara Runner’ 💚

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan#runner",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3003849191306056542_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3003849191213959594_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3003849191205430941_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3003849191205413781_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/3003849191205372973_2096512471.jpg,,,,,,174,5,0,kelzangtextiles
"Silk on cotton clutches back in stock☺️ 
It can be used as a clutch or a sling bag. Perfect gift for loved ones 🥰🥰
#happydecember#holiday#gift#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401668248139_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401592770938_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401668159749_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401668134710_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401609479902_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401609425227_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401609319743_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401601077420_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401600986298_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2983752401592771445_2096512471.jpg,,135,10,2,kelzangtextiles
"Natural dye silk on silk Kishuthara with intricate japang design in pastel shades 🎀🌸. The dyes used are indigo, lac, rhododendron flowers, onion skin, walnut husk , madder and marijuana leaves. 

Wishing everyone a wonderful week ahead 💫.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2981266289133616145_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2981266289133494327_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2981266289133432809_2096512471.jpg,,,,,,,,266,3,2,kelzangtextiles
"At Chizu, Arai San taught Ama the art of weaving on their traditional loom called the “Yuuki Bata”. 
Arai San also taught us the process of making the “Karamushi”- nettle yarn. It was another fun day of learning about the art of weaving of another country. 
#arigatoujapan🇯🇵#japantextile",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783444989661_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974918787367142544_2096512471.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783444907693_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783386269669_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783386193778_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783377871401_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783377844298_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974989783377664922_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974918790294743532_2096512471.mp4,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2974918790194043110_2096512471.mp4,,247,10,0,kelzangtextiles
"Yuki san taught us their indigo dyeing process at her home in Saitama. It was similar to ours in many ways and we ended up having a lot of fun. In Japan, indigo dye is known as ai-zome. The dye can actually be extracted from a variety of plants. Today, ai-zome still exists as a craft in Japan, though the number of workshops and skilled artisans is diminishing because of pressure from chemical dye factories and decreased demand.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan#thimphu",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417941561233_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417840971588_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417933254217_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417874687294_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417857908549_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417857895265_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417857758549_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417849516354_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417849449025_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2967603417849393607_2096512471.jpg,,184,10,1,kelzangtextiles
"Our textiles taking over the streets of Chizu 😊🇯🇵💛.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan#thimphu",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2966866065992604119_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2966866065808083689_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2966866065799576941_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2966866065741037759_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2966866065732523040_2096512471.jpg,,,,,,166,5,2,kelzangtextiles
"Day 2- Jambay san demonstrating ‘kishuthara’ weaving & Choying taking over as mc for Kira and kimono cross culture exchange exhibition. The Kimonos are ascetically fascinating and captures the exquisite elegance of Japanese culture and design. There are different styles of kimonos for different occasions. Kimonos are made from various handmade and hand-decorated fabrics. Traditionally, these include linen, silk, and hemp. Today, materials like rayon, cotton, and polyester are often used. Unsurprisingly, however, the traditional, non-synthetic fabrics are favoured 👘.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanesedress#kera#traditionalbelt#bhutan#thimphu",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2961115296446124360_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2961115296362341975_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2961115296362163497_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2961115296303478775_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2961115296295288703_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2961115296295143025_2096512471.jpg,,,,,482,6,7,kelzangtextiles
