Caption,Image Link 1,Image Link 10,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Image Link 7,Image Link 8,Image Link 9,Image URLs,Likes,Media Count,Number of Comments,Post Owner
"We are on our 12th day of our first lockdown. Kelzang is making best use of her time teaching her daughters and nieces how to weave. Even though, the pandemic has considerably affected our business, we are continuing working with few of our weavers and is keeping an optimistic view that things will return back to normal soon. We are extremely fortunate and blessed to have our beloved king takecare of us in this difficult time. We hope there are people taking care of people in need 💫. We would like to thank @indagaretravel for giving us an opportunity to connect to a wider audience and for promoting our work through zoom global classroom 🙌🏼. @selvedgemagazine for giving us the privilege to participate in 2020 Virtual Selvedge World Fair in September 🙌🏼. And our noom @samanthamanti for helping with our Etsy shop ☺️.",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2381402324179406907_2096512471.jpg,,,,,,,,,,,99,1,1,kelzangtextiles
Silk yellow full kishuthara with eight lucky symbol and other figurative motifs 💫.,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2358156124596944031_2096512471.jpg,,,,,,,,,,,134,1,7,kelzangtextiles
Face masks made out of woven fabric available at the store 😃. #staysafe,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2345745993393415202_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2345745993166830304_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2345745993150089544_2096512471.jpg,,,,,,,,99,3,6,kelzangtextiles
Silk ‘Kera’ (ladies traditional belt) in beautiful teal blue with intricate vegetable dyed silk motifs 🦋.,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2343608519451984175_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2343608519443423325_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2343608519435170169_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2343608519426791849_2096512471.jpg,,,,,,,132,4,5,kelzangtextiles
"This is an exquisite vintage ‘bundri’ textile used for wrapping and carrying large bundles made from one loom length with supplementary weft patterning. The ground is embellished with diamond shaped ‘kushu’ motifs such as those decorating women’s ‘kushuthara’ dresses and sometimes called ‘ kushu bundri’. Definitely one of our favorite collection at the shop 😍💫.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan#weavers#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2342938082690716773_2096512471.jpg,,,,,,,,,,,97,1,2,kelzangtextiles
"On the loom right now! Runner with vegetable dyed rawsilk motifs. The pattern is inspired by the motifs on the old vintage ‘yartha’ woolen blanket.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan#weavers#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2328998377217554922_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2328998377200565935_2096512471.jpg,,,,,,,,,115,2,6,kelzangtextiles
First official pictures of His Royal Highness🤴🏻. Precious 💫✨💛,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2321968712699240200_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2321968712690749819_2096512471.jpg,,,,,,,,,97,2,0,kelzangtextiles
Natural dyed silk kishuthara 💫with warm gold tones and exquisite traditional motifs ⭐️,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2316961243682027381_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2316961243665209777_2096512471.jpg,,,,,,,,,120,2,4,kelzangtextiles
"‘Silk Kera’ - traditional women’s belt. Finely woven in vegetable dyed silk with a hint of metallic silver. 💫

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan#weavers#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2311721241024776330_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2311721241016528468_2096512471.jpg,,,,,,,,,191,2,17,kelzangtextiles
"Feeling the summer with this mustard vegetable dyed runner.
🥰💛🌹🌞 #naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan#weavers#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2311653546837332333_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2311653546820603920_2096512471.jpg,,,,,,,,,86,2,3,kelzangtextiles
Get ready for some yarn dyeing with these beautiful rhododendrons 🌺. Just picked em up yesterday from the wild. Follow us for updates 🤗🌺. We are super excited and so is Maple. She doesn’t look so keen in the pic tho 😝. #naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan#weavers#weaversofbhutan,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2296466999909303007_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2296466999901082247_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2296466999884197313_2096512471.jpg,,,,,,,,113,3,2,kelzangtextiles
"Artist-
Norbu Choden
Age-57

Went to see Norbu today at her home where she is weaving one of our vegetable dyed silk ‘Rachu’. She has been with us as long as we were around that is some odd 24 years. Wooh! Norbu is from Pema Gatshel in Eastern Bhutan. She was taught how to weave by her mother and started weaving since a little 8 year old girl. She has never married and has no children but has taken care of her parents and relatives making a living out of weaving. 
Proud to have Norbu as one of our talented Weaver. ✨

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan#weavers#weaversofbhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2292867287809526671_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2292867287784525867_2096512471.jpg,,,,,,,,,85,2,0,kelzangtextiles
Vegetable dyed Silk Rachu ✨,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2289944739723789416_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2289944739706941604_2096512471.jpg,,,,,,,,,123,2,7,kelzangtextiles
"Vegetable dyed silk detailed Tego with plain rawsilk sleeve & collar.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2281226858961959368_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2281226858953642744_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2281226858936681024_2096512471.jpg,,,,,,,,145,3,5,kelzangtextiles
"Happy 40th birth anniversary to His Majesty. ✨🙏💛
#blessed#peoplesking",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2248731291984017660_2096512471.jpg,,,,,,,,,,,52,1,1,kelzangtextiles
"silk panel with detailed vegetable dyed pattern. ✨

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240946090650329998_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240946090633580600_2096512471.jpg,,,,,,,,,111,2,0,kelzangtextiles
"Silk sling bag with intricately woven flap. 
#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240744541197999813_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240744541173004073_2096512471.jpg,,,,,,,,,111,2,2,kelzangtextiles
"Rawsilk stole in classic natural dyed motifs.

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240730817720674100_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240730817712122520_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2240730817695330783_2096512471.jpg,,,,,,,,115,3,7,kelzangtextiles
"Can’t help but fancy how stunning this is gonna look on gorgeous @sally.baughen 🤗. Follow us for updates!! 😊 
Vegetable dyed rawsilk motifs on navy cotton ground. ✨

#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutanese",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2237311579408498330_2096512471.jpg,,,,,,,,,,,84,1,1,kelzangtextiles
Happy 4th birth anniversary to our precious jewel the Gyalsey HRH Jigme Namgyel Wangchuck. 👑 ✨💛,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2237251288846928070_2096512471.jpg,,,,,,,,,,,111,1,4,kelzangtextiles
"Jacket made out of vintage Kira for a customer. 
#textilesofbhutan#textile#textiles#vintagetextile#vintagetextiles#thimphu#weave#woven#antique#bhutan#vintage",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2208853588711818636_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2208853588703203521_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2208853588695049717_2096512471.jpg,,,,,,,,124,3,9,kelzangtextiles
Thankyou @samanthamanti 💕for getting our vegetable dyed runner for your friend. Tastefully blending with the colors of the room. 😍#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2202272136830229263_2096512471.jpg,,,,,,,,,,,45,1,1,kelzangtextiles
"Our vegetable dyed runner looking amazing at @goskini ‘s home in London! 😍😃
#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2179084752747967272_2096512471.jpg,,,,,,,,,,,80,1,2,kelzangtextiles
Kelzang weaving on a ‘horizontal frame loom’ at her home in 1991 💫.,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2146303147029672173_2096512471.jpg,,,,,,,,,,,114,1,1,kelzangtextiles
"Currently on the loom. Horses with jewel on the back. The motifs are vegetable dyed rawsilk. 
#bhutanesetextile#textilesofbhutan#textilebhutan#textiles#textile#weave#woven#weaver#loom#rawsilk#vegetabledye#natural#organic#craft#art#bhutan#kelzanghandicraft#kelzangtextiles",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2129846646505440774_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2129846646480183224_2096512471.jpg,,,,,,,,,127,2,2,kelzangtextiles
"Silk motifs on cotton ground clutch. 🌸

#bhutanesetextile#textilesofbhutan#textiles#bhutan#handbag#clutch#kelzangtextiles#handmade#handwoven#weave#kelzanghamdicraft",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2109424520300563770_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2109424520291983413_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2109424520283719272_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2109424520275372673_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2109424520267018168_2096512471.jpg,,,,,,80,5,4,kelzangtextiles
"Silk stole in pastel. Silk yarn dyed with madder, onion skin, walnut husk and indigo. 
#bhutanesetextile#textilebhtan#textilesofbhutan#silk#stole#textile#vegetabledyed#natural#organic#weave#woven#weaver#bhutan#art#craft#kelzangtextiles#kelzanghandicraft",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2097094763638642861_2096512471.jpg,,,,,,,,,,,59,1,1,kelzangtextiles
"Currently on the loom. Vegetable dyed raw silk place mats.

#bhutanesetextile#textilesofbhutan#textilebhutan#textiles#textile#weave#woven#weaver#loom#rawsilk#vegetabledye#natural#organic#craft#art#bhutan#kelzanghandicraft#kelzangtextiles",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2096665623668032003_2096512471.jpg,,,,,,,,,,,105,1,3,kelzangtextiles
Walnut dyed silk stole 🍁#textilesofbhutan#textile#intricate#handwoven#weave#vegetabledyed#kelzangtextiles#organicdyeing#bhutan,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2057464219502118303_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2057464219493770353_2096512471.jpg,,,,,,,,,65,2,0,kelzangtextiles
"Place Mat with vegetable dyed Thrima pattern on cotton ground. 
#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2051638563308679598_2096512471.jpg,,,,,,,,,,,81,1,0,kelzangtextiles
"Walnut dyed brown cotton base with silk motifs. ✨
#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2051622662760833640_2096512471.jpg,,,,,,,,,,,65,1,1,kelzangtextiles
"Vegetable dyed silk place mats with traditional striped ground patterned with intricate ’Thrima’ design.
#textilesofbhutan#silk#naturaldyed#vegetabledyed#silk#ethinic#craft#weave#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2047281475182702698_2096512471.jpg,,,,,,,,,,,73,1,2,kelzangtextiles
"Natural dyed silk clutch with supplementary weft motifs. 
#textilesofbhutan#silk#naturaldyed#vegetabledyed#clutch#ethinic#craft#weave#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2047256224113802673_2096512471.jpg,,,,,,,,,,,62,1,3,kelzangtextiles
"Natural dyed raw silk runner with a hint of pastel pink 🌸
#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2047236999915541167_2096512471.jpg,,,,,,,,,,,101,1,2,kelzangtextiles
"Vegetable dyed silk stole.
#textilesofbhutan#textile#intricate#handwoven#weave#vegetabledyed#kelzangtextiles#organicdyeing#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2046482916571379469_2096512471.jpg,,,,,,,,,,,87,1,1,kelzangtextiles
"Hand woven cotton stole.
#textilesofbhutan#textile#stole#handwoven#weave##kelzangtextiles#handmade#craft#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2046481636897662956_2096512471.jpg,,,,,,,,,,,63,1,0,kelzangtextiles
"Vegetable dyed silk stole
#textilesofbhutan#textile#intricate#handwoven#weave#vegetabledyed#kelzangtextiles#organicdyeing#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2046479777671706000_2096512471.jpg,,,,,,,,,,,48,1,0,kelzangtextiles
"Can’t wait for the weekend to see what shades we get with these beauties 😍. Picked them up on the way to Haa Valley🌺.
#yarndyeing#rhododendron#naturaldyeing#weaving#textiles#textilebhutan#textilesofbhutan#organicdyeing#dyeing#flowers#bhutan#kelzangtextiles",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2045579712461414287_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2045579712453135646_2096512471.jpg,,,,,,,,,50,2,1,kelzangtextiles
"Gold ✨ vegetable dyed silk panel. 
#textilesofbhutan#textile#intricate#handwoven#weave#vegetabledyed#kelzangtextiles#organicdyeing#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2034903779111050675_2096512471.jpg,,,,,,,,,,,63,1,0,kelzangtextiles
"Weekend dyeing at home.🏠 We got beautiful hues of magenta, green, brown, lilac and saffron from  Madder, Lac, Artemisia, Rhododendron flower, Avocado, Walnut husk and Teak wood. 🍃
#vegetabledyeing#bhutan#textilesofbhutan#organic#organicdyeing#kelzangtextiles",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389437971814_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389362303691_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389437814391_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389412816084_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389412727081_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389404255147_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389395916239_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389395845094_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389387486875_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/2032764389370664015_2096512471.jpg,,106,10,3,kelzangtextiles
"Silk on cotton place mats.
#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1942087193325660003_2096512471.jpg,,,,,,,,,,,74,1,0,kelzangtextiles
"Silk Runner with intricate supplementary weft pattern.
#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1932408627130662410_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1932408625645960952_2096512471.jpg,,,,,,,,,92,2,3,kelzangtextiles
"Kishuthara place mats.
#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1932407530320213520_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1932407528197804341_2096512471.jpg,,,,,,,,,99,2,4,kelzangtextiles
"Silk Runner with intricate supplementary weft pattern.
#naturaldye#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1931804914917478274_2096512471.jpg,,,,,,,,,,,96,1,1,kelzangtextiles
"Rawsilk pattern on cotton ground.

#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1931793392753363917_2096512471.jpg,,,,,,,,,,,80,1,1,kelzangtextiles
"Silk mats with intricate supplementary weft weave.
#textilesofbhutan#textiles#textile#bhutanesetextile#bhutnaesetextiles#textilelover#mats#intircatemats#silk#supplementaryweft#weave#woven#kelzangtextiles#kelzanghandicraft#handicraft#craft#handicraftbhutan#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1931781694026016078_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1931781684463025091_2096512471.jpg,,,,,,,,,75,2,0,kelzangtextiles
"Vegetable dyed silk on cotton kishuthara runner. Silk yarn dyed with madder, onion skin, indigo & artemisia. 
#textilesofbhutan#silk#naturaldyed#vegetabledyed#runner#ethinic#craft#weave#weaver#intricate#textilelovers#handloom#kelzanghandicraft#kelzangtextiles#thimphu#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1928092091339437812_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1928092086943677069_2096512471.jpg,,,,,,,,,107,2,0,kelzangtextiles
#kishutharaclutch#silkclutch#silk#handmade#hamdwoven#textile#textilesofbhutan#handloom#weave#craft#bhutan#kelzanghandicraft#kelzangtextiles,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1927858782499932211_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1927858776451712833_2096512471.jpg,,,,,,,,,112,2,1,kelzangtextiles
"Natural dyed Tima pattern pouches. 
#bhutanesetextile#textilesofbhutan#textile#handmade#weave#woven#handloom#bhutan#kelzangtextiles#kelzanghandicraft",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1914484128544612254_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1914484126749472952_2096512471.jpg,,,,,,,,,119,2,3,kelzangtextiles
Silk scarves #bhutanesetextiles#handwoven#scarves#textile#weave#textilesofbhutan#handmade#bhutan,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1874166299857521055_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1874166296921727881_2096512471.jpg,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1874166295185256934_2096512471.jpg,,,,,,,,78,3,1,kelzangtextiles
"Cotton scarves ✨

#bhutanesetextiles#handwoven#scarves#textile#weave#textilesofbhutan#handmade#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1874163698415982900_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1874163697736552701_2096512471.jpg,,,,,,,,,62,2,0,kelzangtextiles
"Right off the loom. Vegetable dyed silk place mats. They are yet to be trimmed and cut into individual pieces. Silk dyed with walnut skin, madder,artemisia and onion husk. 
#naturaldyed#silk#textilesofbhutan#bhutanesetextile#textile#handwoven#natural#organic#placemats#woven#handmade#kelzangtextiles#intricate#design#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1871229747150091654_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1871229744339757966_2096512471.jpg,,,,,,,,,84,2,1,kelzangtextiles
#vintagetextiles#kira#antique#vintagebroaches#textilesofbhutan#textile#art#craft#bhutanesetextile#bhutan#handwoven#weave#bhutanese#oldtextiles,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1870528227408504306_2096512471.jpg,,/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1870528225848131633_2096512471.jpg,,,,,,,,,181,2,2,kelzangtextiles
"#textiletuesday

Kelzang showing tourists exquisite silk kira panels. •2003

#kira#silk#textilesofbhutan#bhutanesetextile#textile#textiles#weave#intricate#woven#handwoven#kishuthara#art#handloom#loom#kelzangtextile#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1860706057220064207_2096512471.jpg,,,,,,,,,,,94,1,0,kelzangtextiles
"Vintage bliss 💫

#textilesofbhutan#textile#textiles#vintagetextile#vintagetextiles#thimphu#weave#woven#antique#bhutan#vintage",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1855142234169912093_2096512471.jpg,,,,,,,,,,,160,1,0,kelzangtextiles
"Cotton scarf with vegetable dyed silk motifs. 
Photo credit-@homecooked_by_chimmi @strangersinparadise_bhutan 
#scarves#silkmotifs#cotton#woven#textilesofbhutan#textile#kelzangtextiles#bhutan#handicraft#weaver#scarf#bhutan",/workspaces/SMA_Y_Bhutan/data/analysis/Kelzang Handicraft IG Photos/1853552479439265737_2096512471.jpg,,,,,,,,,,,101,1,0,kelzangtextiles
